As of Date,Fiscal Year,Region,Borrower Country,Borrower Country Code,Project ID,Project Name,Procurement Type,Procurement Category,Procurement Method,Product line,Major Sector,WB Contract Number,Contract Description,Contract Signing Date,Supplier,Supplier Country,Supplier Country Code,Total Contract Amount (USD),Borrower Contract Reference Number,Main Loan or Credit
2019-08-07T00:00:00.000,2000,AFR,Malawi,MW,P001670,MW-Secondary Education (Fy98),"Equipment, Educational",GOODS,International Competitive Bidding,IBRD/IDA,Education,1116144,SUPPLY AND DELIVERY OF TEXTBOOKS,1999-07-27T00:00:00.000,B H BLACKWELL'S,United Kingdom,GB,-2708612.47,IFB NO. 4533,
2019-08-07T00:00:00.000,2000,AFR,Malawi,MW,P001670,MW-Secondary Education (Fy98),"Equipment, Educational",GOODS,International Competitive Bidding,IBRD/IDA,Health,1116144,SUPPLY AND DELIVERY OF TEXTBOOKS,1999-07-27T00:00:00.000,B H BLACKWELL'S,United Kingdom,GB,2708612.47,IFB NO. 4533,
2019-08-07T00:00:00.000,2000,AFR,Malawi,MW,P001670,MW-Secondary Education (Fy98),"Equipment, Educational",GOODS,International Competitive Bidding,IBRD/IDA,Public Admin,1116144,SUPPLY AND DELIVERY OF TEXTBOOKS,1999-07-27T00:00:00.000,B H BLACKWELL'S,United Kingdom,GB,2708612.47,IFB NO. 4533,
2019-08-07T00:00:00.000,2000,EAP,"Korea, Republic",KR,P056796,KR-FIN. & CORP. RES. AS,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Financial Sector,1117733,EXPANSION OF NUMBER OF COMPANIES IN WORKOUT,1999-07-06T00:00:00.000,ARTHUR ANDERSEN & CO.,United Kingdom,GB,2293563,ARTHUR ANDERSEN,
2019-08-07T00:00:00.000,2000,EAP,"Korea, Republic",KR,P056796,KR-FIN. & CORP. RES. AS,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Industry & Trade/Ser,1117733,EXPANSION OF NUMBER OF COMPANIES IN WORKOUT,1999-07-06T00:00:00.000,ARTHUR ANDERSEN & CO.,United Kingdom,GB,-4587126,ARTHUR ANDERSEN,
2019-08-07T00:00:00.000,2000,EAP,"Korea, Republic",KR,P056796,KR-FIN. & CORP. RES. AS,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Public Admin,1117733,EXPANSION OF NUMBER OF COMPANIES IN WORKOUT,1999-07-06T00:00:00.000,ARTHUR ANDERSEN & CO.,United Kingdom,GB,4587126,ARTHUR ANDERSEN,
2019-08-07T00:00:00.000,2000,EAP,Philippines,PH,P039022,PH-LGU URBAN WATER APL1,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1122601,CIVIL WORKS OF AURORA WATER SUPPLY SYSTEM,1999-07-14T00:00:00.000,VINHAR CONSTRUCTION,Philippines,PH,392543.54,AURORA WATER SUPPLY SYSTEM,
2019-08-07T00:00:00.000,2000,EAP,Philippines,PH,P039022,PH-LGU URBAN WATER APL1,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1122601,CIVIL WORKS OF AURORA WATER SUPPLY SYSTEM,1999-07-14T00:00:00.000,VINHAR CONSTRUCTION,Philippines,PH,392543.54,AURORA WATER SUPPLY SYSTEM,
2019-08-07T00:00:00.000,2000,EAP,Philippines,PH,P039022,PH-LGU URBAN WATER APL1,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1122601,CIVIL WORKS OF AURORA WATER SUPPLY SYSTEM,1999-07-14T00:00:00.000,VINHAR CONSTRUCTION,Philippines,PH,-392543.54,AURORA WATER SUPPLY SYSTEM,
2019-08-07T00:00:00.000,2000,EAP,Philippines,PH,P039022,PH-LGU URBAN WATER APL1,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1122602,CIVIL WORKS OF CABATUAN WATER SUPPLY SYSTEM,1999-07-15T00:00:00.000,VINHAR CONSTRUCTION,Philippines,PH,650999.02,CABATUAN WATER SUPPLY SYSTEM,
2019-08-07T00:00:00.000,2000,EAP,Philippines,PH,P039022,PH-LGU URBAN WATER APL1,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1122602,CIVIL WORKS OF CABATUAN WATER SUPPLY SYSTEM,1999-07-15T00:00:00.000,VINHAR CONSTRUCTION,Philippines,PH,650999.02,CABATUAN WATER SUPPLY SYSTEM,
2019-08-07T00:00:00.000,2000,EAP,Philippines,PH,P039022,PH-LGU URBAN WATER APL1,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1122602,CIVIL WORKS OF CABATUAN WATER SUPPLY SYSTEM,1999-07-15T00:00:00.000,VINHAR CONSTRUCTION,Philippines,PH,-650999.02,CABATUAN WATER SUPPLY SYSTEM,
2019-08-07T00:00:00.000,2000,EAP,Philippines,PH,P039022,PH-LGU URBAN WATER APL1,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1122604,CIVIL WORKS OF LUNA WATER SUPPLY SYSTEM,1999-07-15T00:00:00.000,VINHAR CONSTRUCTION,Philippines,PH,275609.68,LUNA WATER SUPPLY SYSTEM,
2019-08-07T00:00:00.000,2000,EAP,Philippines,PH,P039022,PH-LGU URBAN WATER APL1,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1122604,CIVIL WORKS OF LUNA WATER SUPPLY SYSTEM,1999-07-15T00:00:00.000,VINHAR CONSTRUCTION,Philippines,PH,275609.68,LUNA WATER SUPPLY SYSTEM,
2019-08-07T00:00:00.000,2000,EAP,Philippines,PH,P039022,PH-LGU URBAN WATER APL1,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1122604,CIVIL WORKS OF LUNA WATER SUPPLY SYSTEM,1999-07-15T00:00:00.000,VINHAR CONSTRUCTION,Philippines,PH,-275609.68,LUNA WATER SUPPLY SYSTEM,
2019-08-07T00:00:00.000,2000,EAP,Philippines,PH,P039022,PH-LGU URBAN WATER APL1,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1122606,CIVIL WORKS OF MALLIG WATER SUPPLY SYSTEM,1999-07-14T00:00:00.000,VINHAR CONSTRUCTION,Philippines,PH,260298.46,MALLIG WATER SUPPLY SYSTEM,
2019-08-07T00:00:00.000,2000,EAP,Philippines,PH,P039022,PH-LGU URBAN WATER APL1,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1122606,CIVIL WORKS OF MALLIG WATER SUPPLY SYSTEM,1999-07-14T00:00:00.000,VINHAR CONSTRUCTION,Philippines,PH,260298.46,MALLIG WATER SUPPLY SYSTEM,
2019-08-07T00:00:00.000,2000,EAP,Philippines,PH,P039022,PH-LGU URBAN WATER APL1,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1122606,CIVIL WORKS OF MALLIG WATER SUPPLY SYSTEM,1999-07-14T00:00:00.000,VINHAR CONSTRUCTION,Philippines,PH,-260298.46,MALLIG WATER SUPPLY SYSTEM,
2019-08-07T00:00:00.000,2000,EAP,Philippines,PH,P039022,PH-LGU URBAN WATER APL1,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1122608,CIVIL WORKS OF QUEZON WATER SUPPLY SYSTEM,1999-07-15T00:00:00.000,VINHAR CONSTRUCTION,Philippines,PH,526785.81,QUEZON WATER SUPPLY SYSTEM,
2019-08-07T00:00:00.000,2000,EAP,Philippines,PH,P039022,PH-LGU URBAN WATER APL1,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1122608,CIVIL WORKS OF QUEZON WATER SUPPLY SYSTEM,1999-07-15T00:00:00.000,VINHAR CONSTRUCTION,Philippines,PH,526785.81,QUEZON WATER SUPPLY SYSTEM,
2019-08-07T00:00:00.000,2000,EAP,Philippines,PH,P039022,PH-LGU URBAN WATER APL1,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1122608,CIVIL WORKS OF QUEZON WATER SUPPLY SYSTEM,1999-07-15T00:00:00.000,VINHAR CONSTRUCTION,Philippines,PH,-526785.81,QUEZON WATER SUPPLY SYSTEM,
2019-08-07T00:00:00.000,2000,EAP,Philippines,PH,P039022,PH-LGU URBAN WATER APL1,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1122609,CIVIL WORKS OF SAN MATEO WATER SUPPLY SYSTEM,1999-07-14T00:00:00.000,VINHAR CONSTRUCTION,Philippines,PH,720892.54,SAN MATEO WATER SUPPLY SYSTEM,
2019-08-07T00:00:00.000,2000,EAP,Philippines,PH,P039022,PH-LGU URBAN WATER APL1,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1122609,CIVIL WORKS OF SAN MATEO WATER SUPPLY SYSTEM,1999-07-14T00:00:00.000,VINHAR CONSTRUCTION,Philippines,PH,720892.54,SAN MATEO WATER SUPPLY SYSTEM,
2019-08-07T00:00:00.000,2000,EAP,Philippines,PH,P039022,PH-LGU URBAN WATER APL1,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1122609,CIVIL WORKS OF SAN MATEO WATER SUPPLY SYSTEM,1999-07-14T00:00:00.000,VINHAR CONSTRUCTION,Philippines,PH,-720892.54,SAN MATEO WATER SUPPLY SYSTEM,
2019-08-07T00:00:00.000,2000,EAP,Philippines,PH,P039022,PH-LGU URBAN WATER APL1,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1122611,CIVIL WORKS OF SAPANG DALAGA WATER SUPPLY SYSTEM,,C.T. LEONCIO TRADING & CONSTRUCTION,Philippines,PH,197522.87,SAPANG DALAGA WATER SUPPLY SYSTE,
2019-08-07T00:00:00.000,2000,EAP,Philippines,PH,P039022,PH-LGU URBAN WATER APL1,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1122611,CIVIL WORKS OF SAPANG DALAGA WATER SUPPLY SYSTEM,,C.T. LEONCIO TRADING & CONSTRUCTION,Philippines,PH,197522.87,SAPANG DALAGA WATER SUPPLY SYSTE,
2019-08-07T00:00:00.000,2000,EAP,Philippines,PH,P039022,PH-LGU URBAN WATER APL1,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1122611,CIVIL WORKS OF SAPANG DALAGA WATER SUPPLY SYSTEM,,C.T. LEONCIO TRADING & CONSTRUCTION,Philippines,PH,-197522.87,SAPANG DALAGA WATER SUPPLY SYSTE,
2019-08-07T00:00:00.000,2000,EAP,Samoa,WS,P052293,WS-Infrastructure Asset Management,"Equipment, Transportation",GOODS,International Competitive Bidding,IBRD/IDA,Public Admin,1116913,AERIAL PHOTOGRAPHY AND MAPPING OF SOMOA,1999-08-20T00:00:00.000,"AIRSEARCH MAPPING PTY LTD., BRISBANE, AUSTRALIA",Australia,AU,288500.12,PN98-C2.01,
2019-08-07T00:00:00.000,2000,EAP,Samoa,WS,P052293,WS-Infrastructure Asset Management,"Equipment, Transportation",GOODS,International Competitive Bidding,IBRD/IDA,Transportation,1116913,AERIAL PHOTOGRAPHY AND MAPPING OF SOMOA,1999-08-20T00:00:00.000,"AIRSEARCH MAPPING PTY LTD., BRISBANE, AUSTRALIA",Australia,AU,0,PN98-C2.01,
2019-08-07T00:00:00.000,2000,EAP,Thailand,TH,P004800,TH-Highways V,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Public Admin,1115695,ACTION PLANS COORDINATION AND PILOT STUDIES ON ROAD SAFETY,1999-07-07T00:00:00.000,SWEDISH NATIONAL ROAD CONSULTING AB,Sweden,SE,553871.21,NO CONTRACT NUMBER,
2019-08-07T00:00:00.000,2000,EAP,Thailand,TH,P004800,TH-Highways V,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Public Admin,1115695,ACTION PLANS COORDINATION AND PILOT STUDIES ON ROAD SAFETY,1999-07-07T00:00:00.000,"ASIA ENGINEERING CONSULTANTS CORP., LTD.",Thailand,TH,553871.21,NO CONTRACT NUMBER,
2019-08-07T00:00:00.000,2000,EAP,Thailand,TH,P004800,TH-Highways V,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Public Admin,1115695,ACTION PLANS COORDINATION AND PILOT STUDIES ON ROAD SAFETY,1999-07-07T00:00:00.000,"TRANS CONSULT CO., LTD.",Thailand,TH,553871.2,NO CONTRACT NUMBER,
2019-08-07T00:00:00.000,2000,EAP,Thailand,TH,P004800,TH-Highways V,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Transportation,1115695,ACTION PLANS COORDINATION AND PILOT STUDIES ON ROAD SAFETY,1999-07-07T00:00:00.000,SWEDISH NATIONAL ROAD CONSULTING AB,Sweden,SE,0,NO CONTRACT NUMBER,
2019-08-07T00:00:00.000,2000,EAP,Vietnam,VN,P004834,IRRIGATION REHABILITATION PROJECT,"Equipment, Agricultural",GOODS,International Competitive Bidding,IBRD/IDA,Agriculture,1119482,SOUTH NGHE AN: SUPPLY OF PUMPS FOR HUNG DONG PUMPING STATION,1999-09-29T00:00:00.000,KIRLOSKAR BROTHERS LTD,India,IN,0,HDIP-1/1,
2019-08-07T00:00:00.000,2000,EAP,Vietnam,VN,P004834,IRRIGATION REHABILITATION PROJECT,"Equipment, Agricultural",GOODS,International Competitive Bidding,IBRD/IDA,Public Admin,1119482,SOUTH NGHE AN: SUPPLY OF PUMPS FOR HUNG DONG PUMPING STATION,1999-09-29T00:00:00.000,KIRLOSKAR BROTHERS LTD,India,IN,240627,HDIP-1/1,
2019-08-07T00:00:00.000,2000,ECA,Armenia,AM,P035765,HIGHWAY,"Works, Maintenance and Rehabilitation",CIVIL WORKS,International Competitive Bidding,IBRD/IDA,Public Admin,1117689,REPAIR AND REHABILITATION OF THE PUSHKIN TUNNEL,1999-08-30T00:00:00.000,TUNNELMETROSHIN,Armenia,AM,1350737.21,CM-3T/99,
2019-08-07T00:00:00.000,2000,ECA,Armenia,AM,P035765,HIGHWAY,"Works, Maintenance and Rehabilitation",CIVIL WORKS,International Competitive Bidding,IBRD/IDA,Transportation,1117689,REPAIR AND REHABILITATION OF THE PUSHKIN TUNNEL,1999-08-30T00:00:00.000,TUNNELMETROSHIN,Armenia,AM,0,CM-3T/99,
2019-08-07T00:00:00.000,2000,ECA,Armenia,AM,P035765,HIGHWAY,"Works, Maintenance and Rehabilitation",CIVIL WORKS,International Competitive Bidding,IBRD/IDA,Public Admin,1117690,OVERLAY (MARKARA-ECHMIADZIN-SPITAK-GEORGIAN BORDER),1999-07-26T00:00:00.000,"""CHANAPARH"" CLOSED JOINT-STOCK CO.",Armenia,AM,307897.9,CM-3/99,
2019-08-07T00:00:00.000,2000,ECA,Armenia,AM,P035765,HIGHWAY,"Works, Maintenance and Rehabilitation",CIVIL WORKS,International Competitive Bidding,IBRD/IDA,Transportation,1117690,OVERLAY (MARKARA-ECHMIADZIN-SPITAK-GEORGIAN BORDER),1999-07-26T00:00:00.000,"""CHANAPARH"" CLOSED JOINT-STOCK CO.",Armenia,AM,0,CM-3/99,
2019-08-07T00:00:00.000,2000,ECA,Lithuania,LT,P036011,KLAIPEDA GEOTHERMAL,"Equipment, Construction",GOODS,International Competitive Bidding,IBRD/IDA,Energy & Extractives,1121414,SUPPLY OF TANKS FOR GEOTHERMAL WATER,1999-07-19T00:00:00.000,UAB MONTUOTOJAS,Lithuania,LT,245802.83,KGDP-107/TWH,
2019-08-07T00:00:00.000,2000,LCR,Argentina,AR,P006057,AR-SECONDARY EDUCATION 2,Equipment Information Technology,GOODS,Direct Selection,IBRD/IDA,Education,1201459,654 LICENCES FOR SOFTWARE LEARNING-SPACE,1999-07-16T00:00:00.000,LOTUS DEVELOPMENT CORPORATION,Argentina,AR,0,NO. 015/99: LOTUS DEVELOPMENT CO,
2019-08-07T00:00:00.000,2000,LCR,Argentina,AR,P006057,AR-SECONDARY EDUCATION 2,Equipment Information Technology,GOODS,Direct Selection,IBRD/IDA,Public Admin,1201459,654 LICENCES FOR SOFTWARE LEARNING-SPACE,1999-07-16T00:00:00.000,LOTUS DEVELOPMENT CORPORATION,Argentina,AR,181527.23,NO. 015/99: LOTUS DEVELOPMENT CO,
2019-08-07T00:00:00.000,2000,LCR,Honduras,HN,P007398,HN Rural Land Mgmt (+ JSDF Coffee Mkts),"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Agriculture,1120987,EMERGENCY REPAIRS OF CHANNEL GARCIA LEFT BORDER,1999-07-12T00:00:00.000,CONSTRUCTORA MARCHETTI,Honduras,HN,0,HON/96/004/202-99,
2019-08-07T00:00:00.000,2000,LCR,Honduras,HN,P007398,HN Rural Land Mgmt (+ JSDF Coffee Mkts),"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1120987,EMERGENCY REPAIRS OF CHANNEL GARCIA LEFT BORDER,1999-07-12T00:00:00.000,CONSTRUCTORA MARCHETTI,Honduras,HN,631671.36,HON/96/004/202-99,
2019-08-07T00:00:00.000,2000,LCR,Peru,PE,P040125,PE-FONCODES II,Equipment Information Technology,GOODS,National Competitive Bidding,IBRD/IDA,Energy & Extractives,1121947,ADQUISICION DE EQUIPOS DE PROCESAMIENTO DE DATOS,1999-08-04T00:00:00.000,"OLIVETTI PERUANA, S.A.",Peru,PE,184170.91,LPN 01/99 OLIVETTI PERUANA S.A.,
2019-08-07T00:00:00.000,2000,LCR,Peru,PE,P040125,PE-FONCODES II,Equipment Information Technology,GOODS,National Competitive Bidding,IBRD/IDA,Public Admin,1121947,ADQUISICION DE EQUIPOS DE PROCESAMIENTO DE DATOS,1999-08-04T00:00:00.000,"OLIVETTI PERUANA, S.A.",Peru,PE,184170.91,LPN 01/99 OLIVETTI PERUANA S.A.,
2019-08-07T00:00:00.000,2000,LCR,Peru,PE,P040125,PE-FONCODES II,Equipment Information Technology,GOODS,National Competitive Bidding,IBRD/IDA,Social Protection,1121947,ADQUISICION DE EQUIPOS DE PROCESAMIENTO DE DATOS,1999-08-04T00:00:00.000,"OLIVETTI PERUANA, S.A.",Peru,PE,-552512.73,LPN 01/99 OLIVETTI PERUANA S.A.,
2019-08-07T00:00:00.000,2000,LCR,Peru,PE,P040125,PE-FONCODES II,Equipment Information Technology,GOODS,National Competitive Bidding,IBRD/IDA,Transportation,1121947,ADQUISICION DE EQUIPOS DE PROCESAMIENTO DE DATOS,1999-08-04T00:00:00.000,"OLIVETTI PERUANA, S.A.",Peru,PE,184170.91,LPN 01/99 OLIVETTI PERUANA S.A.,
2019-08-07T00:00:00.000,2000,LCR,Peru,PE,P040125,PE-FONCODES II,Equipment Information Technology,GOODS,National Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1121947,ADQUISICION DE EQUIPOS DE PROCESAMIENTO DE DATOS,1999-08-04T00:00:00.000,"OLIVETTI PERUANA, S.A.",Peru,PE,184170.91,LPN 01/99 OLIVETTI PERUANA S.A.,
2019-08-07T00:00:00.000,2000,LCR,Peru,PE,P040125,PE-FONCODES II,Equipment Information Technology,GOODS,National Competitive Bidding,IBRD/IDA,Energy & Extractives,1121949,ADQUISICION DE EQUIPOS DE FOTOCOPIADO,1999-08-04T00:00:00.000,"OLIVETTI PERUANA, S.A.",Peru,PE,152570.91,LPN 02-99:  OLIVETTI PERUANA S.A,
2019-08-07T00:00:00.000,2000,LCR,Peru,PE,P040125,PE-FONCODES II,Equipment Information Technology,GOODS,National Competitive Bidding,IBRD/IDA,Public Admin,1121949,ADQUISICION DE EQUIPOS DE FOTOCOPIADO,1999-08-04T00:00:00.000,"OLIVETTI PERUANA, S.A.",Peru,PE,152570.91,LPN 02-99:  OLIVETTI PERUANA S.A,
2019-08-07T00:00:00.000,2000,LCR,Peru,PE,P040125,PE-FONCODES II,Equipment Information Technology,GOODS,National Competitive Bidding,IBRD/IDA,Social Protection,1121949,ADQUISICION DE EQUIPOS DE FOTOCOPIADO,1999-08-04T00:00:00.000,"OLIVETTI PERUANA, S.A.",Peru,PE,-457712.73,LPN 02-99:  OLIVETTI PERUANA S.A,
2019-08-07T00:00:00.000,2000,LCR,Peru,PE,P040125,PE-FONCODES II,Equipment Information Technology,GOODS,National Competitive Bidding,IBRD/IDA,Transportation,1121949,ADQUISICION DE EQUIPOS DE FOTOCOPIADO,1999-08-04T00:00:00.000,"OLIVETTI PERUANA, S.A.",Peru,PE,152570.91,LPN 02-99:  OLIVETTI PERUANA S.A,
2019-08-07T00:00:00.000,2000,LCR,Peru,PE,P040125,PE-FONCODES II,Equipment Information Technology,GOODS,National Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1121949,ADQUISICION DE EQUIPOS DE FOTOCOPIADO,1999-08-04T00:00:00.000,"OLIVETTI PERUANA, S.A.",Peru,PE,152570.91,LPN 02-99:  OLIVETTI PERUANA S.A,
2019-08-07T00:00:00.000,2000,LCR,Peru,PE,P040125,PE-FONCODES II,Equipment Information Technology,GOODS,National Competitive Bidding,IBRD/IDA,Energy & Extractives,1121950,ADQUISICION DE EQUIPOS DE FOTOCOPIADO,,XEROX DEL PERU S.A.,Peru,PE,35268.96,LPN 02-99:  OLIVETTI PERUANA S.A,
2019-08-07T00:00:00.000,2000,LCR,Peru,PE,P040125,PE-FONCODES II,Equipment Information Technology,GOODS,National Competitive Bidding,IBRD/IDA,Public Admin,1121950,ADQUISICION DE EQUIPOS DE FOTOCOPIADO,,XEROX DEL PERU S.A.,Peru,PE,35268.96,LPN 02-99:  OLIVETTI PERUANA S.A,
2019-08-07T00:00:00.000,2000,LCR,Peru,PE,P040125,PE-FONCODES II,Equipment Information Technology,GOODS,National Competitive Bidding,IBRD/IDA,Social Protection,1121950,ADQUISICION DE EQUIPOS DE FOTOCOPIADO,,XEROX DEL PERU S.A.,Peru,PE,-105806.88,LPN 02-99:  OLIVETTI PERUANA S.A,
2019-08-07T00:00:00.000,2000,LCR,Peru,PE,P040125,PE-FONCODES II,Equipment Information Technology,GOODS,National Competitive Bidding,IBRD/IDA,Transportation,1121950,ADQUISICION DE EQUIPOS DE FOTOCOPIADO,,XEROX DEL PERU S.A.,Peru,PE,35268.96,LPN 02-99:  OLIVETTI PERUANA S.A,
2019-08-07T00:00:00.000,2000,LCR,Peru,PE,P040125,PE-FONCODES II,Equipment Information Technology,GOODS,National Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1121950,ADQUISICION DE EQUIPOS DE FOTOCOPIADO,,XEROX DEL PERU S.A.,Peru,PE,35268.96,LPN 02-99:  OLIVETTI PERUANA S.A,
2019-08-07T00:00:00.000,2000,SAR,Bangladesh,BD,P009518,Second Rural Roads & Markets Improvement,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Industry & Trade/Ser,1202660,FDR-16/98-99: 1998 FLOOD DAMAGE WORKS,1999-10-31T00:00:00.000,MITALEE CONSTRUCTION,Bangladesh,BD,294731.29,FDR-16/98-99: 1998 FLOOD DAMAGE,
2019-08-07T00:00:00.000,2000,SAR,Bangladesh,BD,P009518,Second Rural Roads & Markets Improvement,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1202660,FDR-16/98-99: 1998 FLOOD DAMAGE WORKS,1999-10-31T00:00:00.000,MITALEE CONSTRUCTION,Bangladesh,BD,294731.29,FDR-16/98-99: 1998 FLOOD DAMAGE,
2019-08-07T00:00:00.000,2000,SAR,Bangladesh,BD,P009518,Second Rural Roads & Markets Improvement,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1202660,FDR-16/98-99: 1998 FLOOD DAMAGE WORKS,1999-10-31T00:00:00.000,MITALEE CONSTRUCTION,Bangladesh,BD,-294731.29,FDR-16/98-99: 1998 FLOOD DAMAGE,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P035824,Div Agri Support,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Agriculture,1202806,PACKAGE MRT-11 COSTRUCTION OF RURAL ROADS IN BAGHPAT DISTRIC,1999-09-10T00:00:00.000,M/S TOMAR CONSTRUCTION CO.,India,IN,456954.33,WBR - 72,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P035824,Div Agri Support,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Industry & Trade/Ser,1202806,PACKAGE MRT-11 COSTRUCTION OF RURAL ROADS IN BAGHPAT DISTRIC,1999-09-10T00:00:00.000,M/S TOMAR CONSTRUCTION CO.,India,IN,456954.33,WBR - 72,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P035824,Div Agri Support,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1202806,PACKAGE MRT-11 COSTRUCTION OF RURAL ROADS IN BAGHPAT DISTRIC,1999-09-10T00:00:00.000,M/S TOMAR CONSTRUCTION CO.,India,IN,-913908.66,WBR - 72,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P035824,Div Agri Support,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1202806,PACKAGE MRT-11 COSTRUCTION OF RURAL ROADS IN BAGHPAT DISTRIC,1999-09-10T00:00:00.000,M/S TOMAR CONSTRUCTION CO.,India,IN,456954.33,WBR - 72,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P010511,MALARIA CONTROL,Agricultural Inputs,GOODS,International Competitive Bidding,IBRD/IDA,Health,1202042,SYNTHETIC PYRETHROIDS - 225.92 M/T [BASED ON 2.5% W.D.P.],1999-07-22T00:00:00.000,M/S. BAYER,India,IN,-3688377.95,WBR NO. 6,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P010511,MALARIA CONTROL,Agricultural Inputs,GOODS,International Competitive Bidding,IBRD/IDA,Public Admin,1202042,SYNTHETIC PYRETHROIDS - 225.92 M/T [BASED ON 2.5% W.D.P.],1999-07-22T00:00:00.000,M/S. BAYER,India,IN,7376755.9,WBR NO. 6,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P010511,MALARIA CONTROL,Agricultural Inputs,GOODS,International Competitive Bidding,IBRD/IDA,Health,1202046,SYNTHETIC PYRETHROIDS - 221.0 M/T [BASED ON 2.5% W.D.P.],1999-07-22T00:00:00.000,M/S. AGREVO INDIA LTD.,India,IN,-3606838.12,WBR NO. 6/1,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P010511,MALARIA CONTROL,Agricultural Inputs,GOODS,International Competitive Bidding,IBRD/IDA,Public Admin,1202046,SYNTHETIC PYRETHROIDS - 221.0 M/T [BASED ON 2.5% W.D.P.],1999-07-22T00:00:00.000,M/S. AGREVO INDIA LTD.,India,IN,7213676.24,WBR NO. 6/1,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P010511,MALARIA CONTROL,Agricultural Inputs,GOODS,International Competitive Bidding,IBRD/IDA,Health,1202047,SYNTHETIC PYRETHROIDS - 143.605 M/T [BASED ON 2.5% W.D.P.],1999-07-22T00:00:00.000,ZENECA AGROCHEMICALS,India,IN,-2342559.82,WBR NO. 6/2,
